"9Online","9District","9Age","9Income","9Tenure","9Profit","0Profit"
1,1200,5,8,32.41,162,380
1,1200,3,8,7.91,-79,-177
0,1200,5,6,16.5,-70,-46
0,1200,NA,NA,17,198,NA
0,1200,2,3,1.33,13,-21
0,1200,3,5,11.08,218,204
1,1100,3,7,0.41,154,294
1,1200,2,NA,2.66,245,NA
0,1200,6,9,17.08,223,-60
0,1200,3,4,3,-4,2
0,1200,6,6,5,124,537
1,1200,2,3,3.83,-110,-117
0,1200,2,4,9,113,335
0,1200,1,3,2.41,-33,-8
0,1300,2,6,6.41,1229,935
0,1200,3,7,6.58,544,385
0,1200,6,8,22,198,185
0,1200,5,9,3.5,-48,220
0,1100,3,5,2.91,-114,-112
0,1200,7,9,26.66,352,82
0,1200,2,3,0.33,-27,-43
0,1300,3,4,10.66,-33,-87
0,1200,5,5,24.91,175,210
0,1200,5,8,30.08,491,-8
0,1200,4,6,2.58,-17,-46
0,1200,7,1,29.5,4,-34
0,1200,3,3,6.16,-68,75
0,1200,NA,NA,29.25,304,NA
0,1200,2,1,6.16,88,90
1,1100,4,6,16.58,517,412
0,1100,NA,NA,2,-24,NA
0,1200,2,6,6.33,-21,114
0,1200,NA,NA,4.41,74,8
0,1200,2,5,10.5,4,164
0,1200,5,7,6.91,325,51
0,1300,6,5,8.08,-90,-60
0,1200,3,6,11.75,444,545
0,1200,3,6,16.41,11,NA
0,1200,5,6,7.08,-12,43
0,1300,NA,4,2.41,219,-7
0,1200,3,6,20.58,40,95
1,1200,3,9,1.5,1123,620
0,1200,3,8,3.16,-3,NA
0,1300,NA,NA,2.58,11,NA
0,1200,NA,NA,3.66,302,244
0,1200,7,9,4.58,52,81
0,1300,6,6,15.16,-7,28
0,1200,6,3,27.41,39,48
0,1200,4,7,6.66,-80,-155
0,1200,4,4,24,-35,-68
0,1200,NA,NA,0.83,-30,-32
0,1200,6,1,0.91,-68,-79
1,1200,3,7,8.66,-62,234
0,1200,2,7,1.25,170,208
0,1200,5,9,23.08,85,153
0,1200,1,1,2.33,-33,16
0,1200,NA,NA,18.66,-204,NA
0,1200,2,6,10.16,222,249
0,1200,2,3,3.75,0,125
1,1100,NA,NA,21.91,48,-77
0,1200,4,4,23.5,54,27
0,1200,4,6,12.25,233,346
0,1200,4,9,7.33,603,473
0,1200,3,9,6.58,96,-28
0,1100,NA,NA,1,-30,NA
0,1200,3,6,5.58,-72,3
1,1200,2,6,3.5,-9,1189
0,1200,2,1,4.5,-38,-8
0,1200,7,4,14.08,-31,-27
0,1300,NA,NA,5.75,-30,-8
0,1200,2,8,3.33,116,256
0,1300,3,1,1.25,-38,1
0,1200,3,4,14.5,218,837
0,1200,NA,NA,4.41,-6,NA
0,1200,2,5,0.5,-1,33
0,1200,7,9,15,972,217
0,1200,5,9,7.41,203,221
0,1200,7,6,19.91,-67,872
0,1200,3,4,11,-88,-94
0,1200,NA,NA,12,76,42
0,1200,7,8,23.58,-101,-85
0,1300,4,9,4.41,130,77
0,1200,7,1,18.91,11,9
0,1200,4,8,13.58,-20,14
0,1200,4,7,6.41,-160,-120
0,1200,5,6,10.91,-3,-39
0,1200,NA,NA,11.91,-47,NA
0,1200,5,5,25.08,307,408
1,1200,4,6,14.33,279,265
1,1200,NA,NA,10.25,-25,91
0,1200,7,3,10.75,174,520
0,1100,4,5,6.5,-2,-2
0,1200,2,6,9.66,-68,176
0,1200,NA,NA,0.25,-81,NA
0,1200,NA,NA,6.66,-53,-58
0,1200,NA,NA,4.83,-100,-30
0,1200,5,6,5.91,-25,-15
0,1200,4,4,11.5,595,NA
0,1200,3,8,10,-49,-62
0,1100,NA,NA,12.16,158,NA
0,1300,NA,NA,0.41,-20,NA
1,1200,5,6,18,426,131
0,1200,2,NA,1,13,NA
0,1200,4,9,21.75,589,277
0,1200,3,7,9,121,91
0,1200,NA,NA,17.58,450,108
0,1200,4,7,3.83,-132,44
0,1200,6,5,16.25,173,-14
0,1200,NA,NA,1.41,-9,16
0,1200,4,5,16.41,106,122
0,1200,7,NA,3.16,-40,-49
0,1200,6,6,17.66,81,432
0,1200,NA,2,2.08,-30,-26
0,1200,6,1,1.16,-62,-65
1,1200,7,6,14.5,398,469
1,1300,NA,NA,16.25,-178,-22
0,1200,NA,NA,7.08,120,7
0,1200,5,9,29,-34,-46
1,1200,4,1,8.41,-40,-37
0,1300,NA,NA,8.33,-41,-16
0,1200,2,7,2.5,-88,NA
0,1200,4,3,7.33,638,715
0,1200,4,7,9.91,-101,87
0,1200,2,9,3.5,9,29
1,1200,NA,NA,0.75,40,244
1,1200,5,9,20.91,278,281
0,1300,7,1,15.91,10,-3
0,1200,5,6,14.83,239,300
1,1200,5,5,13.16,101,NA
0,1200,NA,NA,3.58,-9,-31
0,1100,4,5,29.25,22,24
1,1200,NA,NA,7.75,360,927
0,1200,7,6,12.16,355,231
0,1200,NA,NA,3.83,443,434
0,1200,NA,NA,6.58,-27,180
0,1200,3,6,5.58,357,251
0,1200,3,8,7.83,239,202
0,1200,2,9,9.75,83,83
0,1200,NA,NA,18.25,-93,1
0,1200,NA,NA,20.66,271,217
0,1200,2,3,9.5,-1,NA
0,1200,5,6,36.08,64,-37
0,1200,4,5,14.5,82,-25
0,1200,NA,3,5.33,-34,-12
0,1300,NA,NA,0.58,299,NA
0,1200,6,NA,14.5,176,118
0,1200,2,6,5.16,77,-15
0,1300,3,NA,6.41,18,117
0,1100,4,7,9.16,-131,-106
0,1200,NA,NA,4.08,-27,36
0,1300,7,4,16.58,314,63
0,1200,4,NA,4.25,-41,-21
0,1300,6,6,24.5,23,120
0,1200,5,6,2.91,-49,-58
0,1200,2,1,0.5,-29,-26
1,1200,4,1,12.41,-36,-39
0,1300,4,6,3.83,-75,-20
0,1200,NA,NA,23.41,-107,667
0,1200,4,8,6.75,522,380
0,1200,4,4,6.33,44,54
1,1200,NA,NA,17.75,237,195
0,1200,2,3,5.5,-129,-56
0,1200,4,6,17.33,1536,1415
0,1300,2,5,5.83,-35,-11
0,1200,2,3,7.08,-37,193
0,1200,3,7,11.75,103,9
0,1200,3,5,12.41,186,-31
1,1100,4,5,6.5,88,-46
0,1200,6,8,30.75,163,166
0,1300,4,6,8.33,-73,20
1,1200,NA,NA,7.41,-76,-18
0,1200,3,6,8,-71,NA
0,1100,5,4,14.41,-30,-80
0,1200,NA,NA,3.16,-7,10
0,1200,NA,NA,24,87,113
0,1200,7,3,14.91,-26,-24
0,1100,3,8,11.25,39,63
0,1200,4,4,3.91,-55,-53
0,1300,5,7,13,1614,1416
0,1200,5,8,15.75,100,7
0,1300,3,4,22.08,-87,NA
0,1200,7,6,14.83,122,27
0,1300,NA,6,8.83,47,34
0,1300,3,5,3.08,-3,NA
0,1100,NA,NA,3.08,-1,NA
0,1200,NA,NA,5,-3,NA
0,1200,3,5,2.5,-64,-63
0,1200,5,7,12.91,123,74
0,1300,7,7,23.33,-40,40
0,1200,3,6,9.16,62,44
0,1200,NA,NA,11.33,-187,-223
0,1300,2,1,2.08,396,461
0,1200,NA,NA,22.25,8,-6
0,1200,NA,NA,1.58,18,NA
0,1200,3,3,7.58,-122,-3
0,1200,4,7,11.16,-40,-30
0,1200,NA,2,10.33,-60,-64
0,1300,4,5,7.16,0,-15
1,1200,7,1,6.16,-77,NA
0,1200,NA,NA,17.5,663,400
0,1100,6,1,15.25,15,17
0,1200,2,8,3.66,-69,NA
0,1200,NA,NA,19.58,100,10
0,1300,NA,NA,3,49,NA
0,1200,NA,NA,31.83,10,NA
0,1200,2,7,2.5,-53,-26
0,1200,4,9,2.08,-201,-265
0,1300,2,6,3.58,-24,-72
0,1200,4,7,3,-37,-24
0,1100,4,1,23.5,707,959
0,1200,3,6,13.25,75,130
0,1200,3,7,8.66,190,53
0,1200,4,6,22.08,-184,93
0,1100,NA,NA,17.33,27,NA
1,1200,1,1,8.5,-34,NA
1,1200,2,9,5.25,71,-29
0,1200,4,6,6.5,308,347
0,1200,3,3,8.25,-42,-30
0,1100,3,1,2.66,12,-5
0,1200,NA,NA,4.66,-65,-18
0,1200,NA,NA,1.5,196,NA
0,1200,NA,NA,1.66,12,NA
0,1200,6,8,29,-67,-84
0,1200,2,6,3.5,-21,NA
0,1200,3,9,11.33,296,79
0,1200,NA,NA,5.91,61,NA
0,1200,3,4,4.83,-60,-19
0,1200,2,8,8.33,157,-27
0,1200,2,9,5.33,102,NA
1,1200,NA,NA,11.41,-81,-101
0,1200,2,8,6.91,176,NA
0,1200,3,5,10.41,22,-102
0,1300,2,2,1,-52,-24
0,1200,NA,NA,12.58,-2,NA
0,1300,2,3,3.08,8,-27
0,1200,NA,NA,11.91,-146,-91
0,1200,4,1,3.91,-35,-95
0,1200,5,4,29.08,-57,120
1,1200,2,9,7.41,8,31
0,1200,4,6,24.08,-4,NA
0,1200,2,5,10.75,687,-31
0,1200,5,5,2.66,-92,-39
1,1200,4,7,1.91,25,15
0,1200,3,7,7.25,-30,-30
0,1200,5,6,6.25,63,195
0,1200,7,2,5.16,-20,-24
0,1200,5,7,20.5,172,277
0,1100,NA,NA,6.91,-54,-52
0,1200,6,6,2.25,65,64
0,1200,7,8,3.41,-116,-118
0,1200,NA,NA,13.58,-37,-1
0,1200,7,3,20.16,-160,-155
0,1200,4,6,14.66,11,29
0,1200,NA,NA,10.66,-2,4
1,1300,2,3,7.33,-33,33
1,1200,2,7,11,40,35
0,1200,3,8,1.16,-25,-27
0,1100,NA,NA,1.75,522,-88
0,1300,3,6,3.58,110,107
0,1200,2,2,4.75,198,214
0,1200,4,9,6.83,700,926
1,1200,1,1,3.58,-130,-101
0,1200,1,6,2.25,-29,-30
0,1200,6,6,41.16,-133,-128
1,1200,6,7,8.91,-11,118
0,1200,7,5,13.08,274,255
0,1200,2,3,6.66,-7,18
0,1200,NA,NA,1.91,-19,-5
0,1200,NA,NA,4.5,-69,-74
0,1200,6,1,0.58,18,71
0,1300,7,2,22.08,636,753
0,1200,2,3,5.33,268,291
0,1200,NA,NA,7.5,7,NA
1,1200,3,7,5.16,0,NA
0,1200,7,7,11.66,15,16
0,1200,1,5,1.91,-55,-28
0,1300,2,5,7.5,227,304
0,1200,4,7,9.5,136,239
1,1200,5,6,4.91,307,174
0,1200,7,6,15.66,-64,-94
0,1200,3,7,3.66,-46,-37
0,1200,NA,NA,12.91,48,201
0,1200,2,6,3.83,227,247
0,1200,4,6,33,42,-1
0,1300,NA,NA,7.16,-30,NA
0,1200,7,4,17.5,549,NA
0,1200,6,9,31.83,370,586
1,1300,5,6,10.66,-44,-59
0,1200,3,7,23.25,49,114
1,1300,2,2,0.75,-38,-50
0,1200,NA,NA,5.91,-6,NA
0,1300,4,6,30.33,-52,-30
0,1200,2,7,10.16,-3,-73
0,1200,4,5,14.08,-26,36
0,1300,4,2,7.83,42,12
0,1200,NA,NA,5,-38,NA
0,1200,3,4,23.66,73,205
0,1100,7,4,26.25,-30,134
0,1200,1,3,5.33,-62,-6
0,1200,5,2,30.08,146,247
0,1300,4,6,1.75,133,134
1,1200,4,6,17.16,99,118
0,1200,5,6,30.08,548,437
0,1300,NA,NA,0.66,-91,NA
1,1200,3,9,17,204,93
0,1200,3,9,5.75,-36,130
0,1200,7,4,18.83,378,344
0,1300,3,7,16.58,-12,-12
0,1200,2,5,3.41,131,131
0,1200,5,7,10,194,NA
0,1200,2,3,7.41,-24,-108
0,1100,4,1,16.5,196,128
0,1200,4,8,8.33,1026,419
0,1200,6,4,17.66,-69,-46
0,1200,3,5,10.58,19,99
0,1200,2,6,2,124,373
0,1200,NA,NA,1.58,-64,-8
0,1100,4,3,5.16,87,84
0,1200,7,6,18,-107,1
0,1200,7,1,13.08,-42,61
0,1200,2,7,6.83,28,11
1,1200,2,9,7.83,31,346
0,1200,4,7,6.66,488,NA
0,1200,6,2,9.25,643,374
0,1200,7,3,7.08,185,295
0,1200,3,8,13.66,357,725
0,1200,6,4,4.58,-154,48
0,1200,3,7,8.66,-17,-6
0,1200,7,2,4.91,-72,-38
0,1200,3,6,6.41,31,140
0,1200,7,8,27.66,-17,-44
0,1200,5,7,7.33,102,182
0,1300,3,4,5.91,374,425
0,1300,4,1,15.25,-23,59
0,1200,7,7,10.91,110,101
0,1200,6,7,15.91,-77,-65
0,1200,4,6,19.66,15,NA
0,1200,2,NA,5,400,1951
0,1200,6,2,24.08,-34,232
0,1200,4,9,18.41,37,115
0,1200,7,6,25.16,608,557
0,1200,2,4,6.08,129,296
0,1200,4,5,23.08,121,212
1,1200,3,8,15.75,-91,-124
0,1200,4,6,4.83,-14,NA
0,1200,2,5,2.08,50,28
0,1200,6,4,27.08,-45,111
0,1200,1,7,3.33,229,-1
1,1200,4,4,15.5,0,185
0,1200,3,6,5.41,133,108
0,1300,7,7,10.75,122,NA
0,1300,3,7,1.91,-15,-40
1,1200,3,7,0.91,284,315
0,1200,2,4,7.58,129,-10
0,1200,NA,NA,13.58,144,176
0,1200,3,6,14.66,-132,-35
0,1200,3,NA,0.83,-11,13
0,1200,4,3,5.58,-27,205
0,1200,6,3,12.08,380,374
0,1100,1,1,8,-31,-2
0,1100,NA,NA,3.83,-31,-31
0,1200,5,8,21,62,71
0,1200,NA,NA,4.25,40,49
0,1200,2,6,4.5,212,345
0,1200,1,4,4.75,-113,-98
0,1200,6,7,30.66,499,462
0,1200,7,9,16.16,754,492
0,1300,5,5,19.75,165,219
0,1100,NA,NA,27,105,201
0,1200,3,6,10.08,-32,-2
0,1200,NA,NA,6.91,-100,NA
0,1200,5,6,6.33,643,678
0,1200,3,7,5.58,-26,NA
0,1200,1,3,0.41,-30,28
0,1200,NA,NA,5.75,73,83
0,1200,7,3,2.75,674,780
0,1200,NA,NA,1.83,34,57
0,1200,3,1,1.33,20,27
0,1200,4,9,18.66,-7,42
0,1100,3,4,6.91,-21,-28
0,1300,3,7,3.33,533,444
0,1200,NA,NA,11.83,-45,-78
0,1300,3,3,5.25,-74,-59
0,1200,3,5,10.5,343,88
0,1200,4,7,1.58,-48,-80
0,1200,2,8,3.83,177,177
0,1300,NA,NA,4.25,16,NA
0,1200,NA,NA,4.66,-3,-27
1,1200,3,6,9.5,350,NA
0,1200,6,5,23.25,486,600
1,1100,NA,NA,3.66,-28,NA
0,1200,5,6,13.5,58,49
1,1300,5,4,0.41,-69,-71
0,1200,2,NA,3.83,-42,-47
0,1200,7,6,4.41,24,-37
0,1300,NA,NA,2.41,-24,-112
0,1100,4,3,3.66,32,5
0,1200,7,6,5.33,-95,-95
0,1200,NA,NA,1.41,-60,-32
0,1100,5,4,5.58,5,2
0,1200,6,5,35.58,-73,-64
0,1200,7,2,24.08,-2,-1
0,1200,7,7,22.16,-54,2
0,1100,4,3,8.58,-4,-24
0,1200,3,9,0.41,392,183
0,1200,5,2,6.66,677,446
0,1100,4,4,26.25,697,647
0,1200,4,4,14.25,69,77
0,1100,4,3,13.83,180,NA
0,1300,4,5,12.25,-46,13
0,1200,NA,NA,29.91,-2,NA
1,1200,2,5,0.75,-38,151
0,1200,4,9,5.5,-19,25
0,1300,7,3,7.83,312,239
0,1200,4,6,24.66,1895,1561
0,1200,4,6,4.5,-5,NA
0,1100,4,6,1.66,-26,-25
0,1100,NA,NA,1.91,-29,63
0,1200,3,7,14.83,198,235
0,1200,4,6,27.66,72,146
0,1100,NA,NA,0.41,-22,NA
0,1200,7,1,2.41,19,323
0,1200,4,5,4.58,83,NA
0,1200,3,6,1.58,385,1047
0,1200,5,4,8.58,-20,-46
0,1200,4,3,26.33,154,408
0,1100,7,4,11.66,116,178
0,1200,4,7,24.75,-50,-65
0,1200,7,NA,6.08,-16,-16
0,1200,2,9,13.5,182,164
0,1200,4,9,7.5,158,91
0,1300,7,4,31.5,192,9
0,1200,4,5,5.25,101,NA
1,1200,3,7,8.5,95,163
0,1200,NA,NA,1.75,-5,1
0,1200,2,6,3.66,-41,51
0,1200,NA,1,14.08,-2,-31
1,1200,4,6,16.91,18,270
0,1100,NA,NA,12.33,31,-10
0,1200,4,8,23.75,583,NA
0,1200,3,6,10.5,325,297
0,1200,1,1,0.5,-90,-83
0,1200,4,7,1.5,71,642
0,1200,5,8,6.83,-192,549
0,1200,4,6,25.33,384,64
0,1200,3,7,3.83,299,271
0,1300,2,1,5.91,-11,-6
0,1200,3,7,0.25,37,-25
1,1200,3,9,10.5,428,398
0,1100,NA,NA,26.25,803,NA
0,1200,7,3,32,338,1
0,1100,3,4,9.66,-11,-10
0,1100,4,5,7.33,31,119
1,1200,4,9,26.5,513,903
0,1200,NA,NA,11.25,226,829
0,1200,5,6,20.75,-6,159
1,1200,4,9,19.25,1653,1492
0,1300,NA,NA,17,-19,24
0,1200,4,3,7.41,847,125
0,1200,4,1,10.41,-33,-15
0,1200,5,7,16.08,-31,4
1,1200,6,6,20.58,-133,-221
0,1200,NA,NA,0.33,-34,NA
0,1200,4,6,5.33,-81,-35
1,1200,NA,NA,25.75,-215,-80
0,1200,NA,NA,0.66,12,148
0,1200,NA,NA,2.33,-9,NA
0,1200,3,5,7.58,335,-28
1,1200,4,8,4.41,-64,86
0,1200,3,7,21.58,249,159
0,1200,3,7,7.58,-32,-32
0,1200,5,3,11.83,-34,-23
0,1200,2,3,4.75,-24,-22
0,1300,NA,NA,7.33,191,215
0,1200,4,9,19.91,0,67
1,1200,1,6,6.41,-58,NA
0,1100,4,4,3.58,54,60
0,1100,3,1,3.16,-143,-75
0,1200,3,6,5,-31,-47
0,1200,4,7,0.5,-28,-5
0,1300,NA,NA,10.58,407,454
0,1200,7,4,16.41,173,196
0,1200,NA,NA,0.33,-12,NA
0,1200,7,3,24.33,208,117
0,1200,3,8,2.33,324,511
0,1200,2,6,0.83,0,2
0,1200,2,7,3.41,-109,60
1,1200,2,5,12,-193,-200
0,1300,2,4,3.25,-26,-5
0,1300,4,4,11.25,327,103
0,1200,5,5,5,-124,-154
0,1200,3,6,6.08,495,400
0,1100,2,4,6.5,-50,-44
0,1200,6,8,22.08,687,270
0,1200,7,2,17.41,-2,-2
0,1200,NA,NA,9.91,-112,NA
0,1200,3,6,10.33,-135,-103
0,1200,4,5,2.66,15,-9
0,1300,2,1,0.66,241,145
0,1200,7,3,17.58,533,416
0,1100,NA,NA,11.66,159,174
0,1200,1,6,1.66,-34,13
0,1100,6,4,10.16,125,350
1,1200,NA,NA,2,15,15
0,1200,3,4,4,-18,NA
0,1200,3,NA,0.91,-30,91
0,1200,6,6,5.91,110,102
0,1200,NA,NA,12.08,93,NA
1,1200,5,6,9.33,-84,-2
0,1200,NA,NA,1.66,-17,NA
0,1200,NA,NA,4.33,-25,-22
0,1100,3,6,5.66,193,394
0,1100,3,7,5.83,50,-43
1,1200,2,3,3.75,-8,36
0,1200,5,5,19.91,365,485
1,1200,5,7,27.91,-71,-55
0,1100,NA,NA,2.16,10,NA
0,1200,7,9,6.41,239,163
0,1200,6,8,22.08,444,298
0,1200,4,7,4.58,711,NA
0,1200,3,6,6.16,162,170
0,1200,2,4,9,-2,-2
0,1200,4,4,11.33,269,441
0,1200,7,8,20.08,320,331
0,1200,2,8,5.83,1,302
0,1200,NA,NA,6.83,-58,NA
0,1300,3,5,7.5,-64,-64
0,1200,NA,NA,8.66,37,24
0,1200,3,2,8.41,-62,-102
0,1200,5,5,25,580,54
0,1200,NA,6,7.5,2,-14
0,1200,3,9,5.16,99,51
0,1200,7,4,9,411,517
0,1200,2,5,3.58,-5,0
0,1300,2,6,1,-31,-30
0,1200,4,9,15.33,-18,44
0,1200,3,1,2.91,614,497
0,1200,NA,NA,15.75,-28,-13
0,1200,7,3,17.91,55,-25
0,1200,3,7,16.08,-56,-50
0,1100,4,8,1.5,119,176
0,1200,4,6,21.16,301,388
0,1300,NA,NA,19.33,75,NA
0,1200,4,7,7.58,321,160
0,1200,NA,1,0.91,-7,NA
0,1200,7,5,0.66,-91,-129
0,1200,NA,NA,11.75,415,403
0,1200,5,6,7.91,531,451
0,1200,4,9,8.75,229,659
0,1100,7,1,2.5,-10,65
0,1300,4,9,11.16,44,-4
0,1200,7,6,15.16,844,963
0,1200,6,4,9.91,386,NA
0,1200,NA,NA,10,-132,-107
0,1300,NA,NA,0.25,14,NA
0,1100,1,3,4.66,-16,-32
0,1200,3,6,0.5,335,326
0,1300,7,5,22.08,67,63
1,1200,4,5,6.66,467,265
0,1100,4,6,21.91,321,377
0,1200,4,5,19.58,146,76
0,1200,NA,NA,0.75,-64,NA
0,1300,NA,NA,2.58,-163,NA
0,1200,2,6,2.75,516,295
0,1200,5,6,18.75,-214,-84
0,1200,NA,NA,1.25,-17,-21
0,1200,6,6,8.58,-77,-33
0,1200,4,6,1,-42,-22
1,1200,4,7,17.66,-12,15
0,1200,7,3,39.41,-70,-59
0,1100,6,1,26,-29,-59
0,1200,3,6,10.25,242,NA
0,1200,4,6,3.75,-112,-109
0,1200,4,3,20.91,717,NA
0,1200,4,NA,6.16,-68,-29
0,1200,6,4,9.91,-145,-147
0,1200,NA,NA,2.83,12,NA
0,1200,5,9,5.91,6,NA
0,1100,6,1,3.41,337,203
0,1200,NA,NA,1.08,3,NA
0,1200,NA,NA,2.16,0,NA
1,1200,NA,7,11.16,237,-127
0,1200,4,8,12.83,254,209
0,1200,NA,NA,11.33,302,240
0,1200,NA,NA,2.58,-24,-26
0,1200,3,9,17.66,468,614
1,1200,4,9,11.75,186,NA
0,1200,6,9,17,107,312
0,1100,NA,5,3.91,0,2
0,1200,NA,NA,6.91,-50,-35
0,1200,NA,NA,17.83,639,636
0,1200,5,6,5.83,56,62
0,1200,NA,NA,19.75,19,78
1,1200,2,1,5,29,-23
0,1200,4,3,11.91,190,157
0,1200,7,6,15.83,-42,-75
0,1200,5,3,15,-1,1
0,1200,6,4,23.25,348,418
0,1200,NA,NA,2.91,9,NA
0,1200,7,6,7.16,29,32
0,1200,5,6,9,-28,98
0,1200,5,6,6.25,206,347
0,1200,3,6,18.66,-59,-36
0,1200,7,6,14.83,188,201
0,1200,7,1,4.08,78,138
0,1300,NA,NA,1.66,675,624
0,1300,2,3,1.16,-54,-29
1,1300,4,1,4.33,82,NA
1,1200,5,5,14.16,-31,-65
0,1300,6,4,6.5,39,159
1,1200,3,6,12.83,910,1153
0,1200,NA,NA,19,32,132
0,1100,4,1,2.83,232,NA
0,1300,4,2,2.91,13,-15
0,1200,7,9,28.83,591,342
0,1200,2,6,5,41,36
0,1200,3,8,6.75,406,42
0,1200,1,6,0.41,-116,-122
0,1100,4,5,18.16,-14,-81
0,1200,NA,NA,10.58,4,-9
1,1200,NA,NA,1.75,-1,-26
0,1100,5,1,7.25,17,14
0,1300,2,NA,0.25,8,NA
0,1200,6,7,18.83,88,160
0,1200,NA,NA,11,279,295
0,1200,1,1,1.91,396,466
1,1200,4,5,4.41,-11,70
0,1300,4,5,4,107,87
0,1200,1,2,4,-49,15
0,1300,3,6,0.58,-71,-36
0,1200,NA,NA,4.33,-60,NA
0,1200,4,7,6,-116,-102
0,1100,6,1,6.91,325,119
0,1200,NA,NA,15.58,-17,NA
0,1200,NA,NA,3.25,-29,-25
0,1200,7,2,15.58,-56,-51
0,1200,NA,NA,6.83,-2,-2
0,1300,3,8,14.41,190,191
0,1200,3,1,14.58,520,46
0,1200,5,6,7.33,-39,-41
0,1200,4,3,30.66,31,-33
1,1300,3,6,2.5,146,398
0,1200,NA,NA,2.66,17,15
0,1200,5,6,33.83,-123,-1
0,1200,NA,1,4.75,-39,-80
0,1100,4,7,2.66,-35,70
0,1200,1,6,1.58,120,164
0,1200,4,9,8.5,75,317
0,1300,4,7,12.91,305,43
0,1200,NA,NA,28.08,84,NA
0,1100,3,NA,18.58,-22,-21
0,1200,NA,NA,0.75,484,NA
1,1200,3,3,7.33,617,449
0,1200,4,3,9.75,26,21
0,1200,5,6,1.66,-32,-54
0,1200,2,9,17.91,-42,47
0,1100,6,8,7.5,162,NA
0,1200,5,9,5.33,1062,789
0,1300,NA,NA,6.91,117,139
0,1100,4,6,7.58,-46,-120
0,1200,3,9,3.5,82,119
0,1200,NA,NA,3.66,9,10
0,1200,3,9,7.91,199,156
0,1200,NA,NA,7.5,-60,NA
0,1200,4,6,22.83,14,77
0,1200,6,3,17.91,383,669
1,1200,2,6,7.91,-88,NA
1,1200,4,6,2.16,-81,-72
0,1300,6,1,10.83,-156,-125
0,1200,NA,NA,3.58,48,-20
1,1200,2,4,6.5,49,NA
0,1300,NA,NA,1.75,16,12
1,1200,NA,NA,0.41,-8,NA
1,1200,3,7,11.83,-220,-135
0,1300,3,3,1.83,132,243
0,1200,4,8,13,674,482
0,1200,NA,NA,31.33,5,1
0,1200,NA,NA,3.66,-35,-32
0,1200,NA,NA,6.16,36,35
0,1200,NA,NA,0.16,10,184
1,1200,2,3,7.5,-130,-54
0,1200,5,4,17.91,-53,-42
0,1200,NA,NA,5.41,-2,-2
0,1300,NA,NA,15.75,-109,-110
0,1200,3,5,4.75,60,-80
0,1200,NA,NA,1.08,-55,NA
1,1200,3,3,6,33,-49
0,1200,4,6,10.25,-120,-104
0,1200,7,7,20.41,123,12
0,1200,6,8,36.75,997,213
1,1200,NA,6,2.08,-9,24
0,1300,5,6,29.16,15,142
0,1300,NA,NA,30.91,-89,-36
0,1200,4,7,1.5,-32,-15
0,1300,NA,NA,2.91,0,NA
1,1300,3,4,15.5,75,200
0,1200,6,5,5.5,262,85
0,1200,2,6,10.08,-23,-28
0,1200,NA,8,1.91,-20,-28
0,1100,NA,NA,24.5,-110,NA
0,1100,5,6,21.33,63,2
0,1200,NA,NA,1.16,163,NA
0,1200,4,6,14.91,417,384
0,1200,4,6,29.33,-3,-63
1,1200,1,7,1.25,-109,97
0,1200,3,1,16.66,164,370
1,1100,3,6,19.5,58,-119
0,1200,NA,NA,10.25,192,547
0,1200,3,7,9.83,93,209
0,1200,3,6,19.08,243,193
0,1200,7,2,3.5,84,30
0,1200,4,1,2.25,274,650
0,1200,NA,NA,6.33,107,NA
0,1300,NA,NA,2.5,-12,-11
0,1200,6,6,23.41,165,1769
0,1200,4,7,5.16,646,834
0,1200,4,9,15.66,128,-114
0,1200,NA,NA,2.91,56,NA
0,1200,5,9,3.75,571,703
0,1200,5,6,13,26,27
1,1200,2,6,2.66,128,103
0,1200,3,5,3.5,249,191
0,1300,NA,NA,15.83,1,NA
0,1200,5,7,14.33,-4,-21
0,1200,6,6,27,601,608
0,1200,2,3,6.5,-48,NA
0,1200,7,6,20.33,1077,1019
0,1200,6,6,28.91,168,213
0,1200,4,9,10.33,-165,-170
1,1200,3,8,8.83,-4,-52
0,1200,7,8,12.83,95,100
0,1200,5,9,27.41,583,405
0,1200,7,2,21.16,36,26
0,1200,4,7,18.75,692,1755
0,1200,NA,NA,6.16,44,17
1,1200,3,8,13.58,-2,147
0,1100,NA,1,1.58,-22,-65
0,1200,3,4,3.83,-5,-48
0,1300,2,7,1.91,129,80
0,1200,4,2,9.91,25,68
0,1200,6,6,11.58,488,818
1,1200,3,3,2.16,-3,16
0,1200,2,3,8,-1,199
0,1200,5,7,6.83,218,145
0,1300,4,9,0.75,26,64
0,1100,3,5,5.16,-7,-61
0,1200,1,5,1.5,-5,12
0,1100,NA,NA,25.16,250,228
0,1200,5,6,12,-154,-115
0,1200,2,7,5.91,130,446
0,1200,NA,NA,0.41,12,NA
0,1200,5,5,3.83,-123,NA
0,1200,3,6,13.25,-104,-51
0,1300,NA,NA,7.25,-4,-87
0,1200,7,6,34.16,-66,-58
0,1200,4,7,30.33,95,121
0,1200,6,9,16.16,563,551
0,1200,5,7,0.75,210,NA
0,1200,NA,NA,10.41,167,236
0,1200,4,3,7.91,32,67
0,1200,NA,NA,0.41,-7,NA
0,1200,3,8,12.91,-47,-47
1,1200,5,8,4.58,62,-67
0,1200,3,8,11.33,907,-27
0,1200,3,5,5.75,23,46
0,1200,NA,NA,12.16,-29,61
